02/17/2026-15:28:56.773143  [**] [1:2034636:2] ET INFO Python SimpleHTTP ServerBanner [**] [Classification: Misc activity] [Priority: 3] {TCP} 10.0.1.10:8080 -> 10.0.3.10:58484
02/19/2026-15:41:35.691570  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:38.581640  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:39.772657  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:50.971721  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:53.407668  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:55.991803  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:41:56.488333  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:46:14.227982  [**] [1:2260000:1] SURICATA Applayer Mismatch protocol both directions [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.3.10:51420 -> 10.0.1.10:80
02/19/2026-15:46:14.236416  [**] [1:1000850:1] LIV-1: Sliver C2 Synthetic Dictionary Words in POST Body [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51442 -> 10.0.1.10:80
02/19/2026-15:46:14.274455  [**] [1:2221036:1] SURICATA HTTP Response excessive header repetition [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:51428
02/19/2026-15:46:25.827568  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:46:27.636645  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:46:29.976684  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:46:32.255665  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:46:34.911779  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:46:37.688232  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:46:39.268671  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:46:42.051653  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:46:43.642688  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:46:46.314651  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:46:52.267959  [**] [1:2210029:3] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:55442
02/19/2026-15:46:52.267959  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:55442
02/19/2026-15:46:52.267977  [**] [1:2210020:3] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.3.10:55442 -> 10.0.1.10:80
02/19/2026-15:46:52.269628  [**] [1:2210020:3] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.3.10:55442 -> 10.0.1.10:80
02/19/2026-15:46:52.297331  [**] [1:2210038:3] SURICATA STREAM FIN out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.3.10:55442 -> 10.0.1.10:80
02/19/2026-15:46:52.297396  [**] [1:2210030:3] SURICATA STREAM FIN invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:55442
02/19/2026-15:46:58.166655  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:46:59.588646  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:01.487599  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:03.126674  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:04.978628  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:07.118791  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:08.275897  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:08.451882  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:08.456163  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:08.460662  [**] [1:1000850:1] LIV-1: Sliver C2 Synthetic Dictionary Words in POST Body [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:46484 -> 10.0.1.10:80
02/19/2026-15:47:11.018694  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:13.134638  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:14.372471  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:14.459012  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:14.524798  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:14.531603  [**] [1:1000850:1] LIV-1: Sliver C2 Synthetic Dictionary Words in POST Body [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:46518 -> 10.0.1.10:80
02/19/2026-15:47:17.004693  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:29.059818  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:29.218705  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:29.225627  [**] [1:1000850:1] LIV-1: Sliver C2 Synthetic Dictionary Words in POST Body [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:36498 -> 10.0.1.10:80
02/19/2026-15:47:32.159662  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:33.459684  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:35.044560  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:35.053015  [**] [1:1000850:1] LIV-1: Sliver C2 Synthetic Dictionary Words in POST Body [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:46206 -> 10.0.1.10:80
02/19/2026-15:47:35.292598  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:35.404878  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:35.407415  [**] [1:1000850:1] LIV-1: Sliver C2 Synthetic Dictionary Words in POST Body [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:46230 -> 10.0.1.10:80
02/19/2026-15:47:35.494921  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:35.584925  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:35.588649  [**] [1:1000850:1] LIV-1: Sliver C2 Synthetic Dictionary Words in POST Body [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:46252 -> 10.0.1.10:80
02/19/2026-15:47:36.754751  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:38.640674  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-15:47:39.568039  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:51428 -> 10.0.1.10:80
02/19/2026-16:00:38.548518  [**] [1:2260000:1] SURICATA Applayer Mismatch protocol both directions [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.3.10:38794 -> 10.0.1.10:80
02/19/2026-16:00:38.594563  [**] [1:2221036:1] SURICATA HTTP Response excessive header repetition [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:38802
02/19/2026-16:00:49.661712  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:38802 -> 10.0.1.10:80
02/19/2026-16:00:51.034662  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:38802 -> 10.0.1.10:80
02/19/2026-16:00:51.034685  [**] [1:1000705:2] NO CONTENT (204 Response) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.1.10:80 -> 10.0.3.10:38802
02/19/2026-16:00:52.939667  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:38802 -> 10.0.1.10:80
02/19/2026-16:00:52.939689  [**] [1:1000705:2] NO CONTENT (204 Response) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.1.10:80 -> 10.0.3.10:38802
02/19/2026-16:00:54.446769  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:38802 -> 10.0.1.10:80
02/19/2026-16:00:54.446802  [**] [1:1000705:2] NO CONTENT (204 Response) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.1.10:80 -> 10.0.3.10:38802
02/19/2026-16:00:56.985784  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:38802 -> 10.0.1.10:80
02/19/2026-16:00:56.985806  [**] [1:1000705:2] NO CONTENT (204 Response) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.1.10:80 -> 10.0.3.10:38802
02/19/2026-16:00:58.115764  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:38802 -> 10.0.1.10:80
02/19/2026-16:00:58.115786  [**] [1:1000705:2] NO CONTENT (204 Response) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.1.10:80 -> 10.0.3.10:38802
02/19/2026-16:01:01.002718  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:38802 -> 10.0.1.10:80
02/19/2026-16:01:01.002741  [**] [1:1000705:2] NO CONTENT (204 Response) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.1.10:80 -> 10.0.3.10:38802
02/19/2026-16:01:01.068595  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:38802 -> 10.0.1.10:80
